Latency (ms)
148.8000
138.7600
146.6500
148.5000
147.1400
158.4900
147.8700
148.8000
148.9800
148.5800
148.4800
159.3000
137.3800
148.2700
147.7100
158.1200
147.3900
139.0800
148.3500
158.4700
147.7100
148.7300
137.5800
147.8800
159.6900
147.2800
148.3500
148.2400
149.4000
147.2100
147.6000
148.7800
149.3800
148.2300
147.0000
148.4900
159.5300
149.0400
148.6500
148.4500
148.8500
148.1400
147.3700
147.7500
148.3700
148.7500
148.0100
149.7800
147.9200
137.2100
148.5300
149.3300
148.0000
137.6500
148.3200
148.0600
158.5300
137.1500
147.3500
148.4800
158.1200
148.3200
148.9000
147.9100
138.4200
148.2300
148.2900
148.0400
157.9100
147.8400
148.7200
147.5300
147.8000
149.1100
137.4000
148.0400
158.5900
148.2500
137.8600
147.1200
147.4300
149.6300
139.2700
158.4700
149.1600
149.0800
149.6800
148.0700
137.6300
147.5900
147.5700
159.1600
157.4700
137.9500
148.2200
149.0300
159.2100
148.8000
138.2000
158.0800
148.7300
137.7600
148.3300
149.2300
158.6300
138.3000
147.7800
137.6400
148.5000
148.0300
147.1900
148.0200
147.8300
137.2500
148.6800
147.7000
157.9900
139.0700
158.8000
148.6900
149.3100
148.2400
138.1700
148.6100
147.4400
159.2500
149.5600
160.1400
146.7600
138.6100
147.0400
148.4000
148.1300
147.1800
159.2100
148.4600
147.4600
148.3700
147.9500
148.4900
147.4200
158.7200
148.7900
148.5600
147.9500
137.8100
157.1100
147.1700
148.2300
147.9000
135.8500
149.2000
147.3700
136.9900
147.5200
147.2900
158.7200
149.6800
147.6300
159.2200
147.6400
147.8300
148.6100
146.3800
148.0300
148.7800
148.1000
150.4200
137.0400
157.8700
148.4700
147.1900
137.2400
149.0300
147.5400
147.5400
148.3100
147.0800
148.9500
147.3100
147.9600
148.6000
148.4700
148.0900
159.3100
146.7600
148.5800
148.5300
147.3400
148.0700
148.5400
137.7800
158.2700
148.4900
149.0200
148.8100
137.4900
149.4000
136.4800
160.1100
137.8900
146.5800
159.3000
148.8700
148.0800
148.0900
148.4400
147.2200
159.0800
148.1400
138.3100
149.4900
146.9100
137.2000
146.7500
148.4200
148.1100
148.2100
148.4900
137.8900
147.8400
157.1300
147.5800
148.8800
138.7300
148.1000
136.9600
160.0800
138.3200
149.1800
147.2200
148.1200
147.5900
148.6900
158.4200
147.5600
147.0800
148.8500
148.7700
148.3000
158.3400
137.7900
158.6700
148.8500
149.0900
147.6800
147.0300
157.9900
148.5000
147.2500
147.1100
148.1900
148.2100
148.2500
148.5400
149.1400
138.6400
149.6000
138.3300
158.6100
148.0300
158.7800
138.2500
158.1400
148.4900
147.8000
147.5100
148.6300
149.7000
148.7200
148.8700
159.8100
149.2000
147.8100
149.1600
148.9200
157.6300
159.1700
138.2700
150.2900
148.3500
149.8200
147.8100
148.6100
137.3500
159.0200
149.2700
148.8200
149.8100
148.4700
148.6400
158.6700
150.1400
148.7400
138.9000
148.9400
147.7000
138.0800
148.5100
158.8600
148.9600
149.0400
157.8500
137.3800
150.1500
149.7800
138.7500
158.8600
137.9400
149.7900
149.2200
148.8500
148.8300
148.1300
157.8000
137.9800
149.4100
148.5000
159.6100
147.7100
149.2700
159.8000
150.0300
149.4800
138.9100
150.2400
159.6700
10.7800
148.3400
161.0900
